ORIGEN,SECTOR,ENTIDAD_UM,SEXO,ENTIDAD_NAC,ENTIDAD_RES,MUNICIPIO_RES,TIPO_PACIENTE,FECHA_INGRESO,FECHA_SINTOMAS,INTUBADO,NEUMONIA,EDAD,NACIONALIDAD,EMBARAZO,HABLA_LENGUA_INDIG,INDIGENA,DIABETES,EPOC,ASMA,INMUSUPR,HIPERTENSION,OTRA_COM,CARDIOVASCULAR,OBESIDAD,RENAL_CRONICA,TABAQUISMO,OTRO_CASO,TOMA_MUESTRA_LAB,RESULTADO_LAB,TOMA_MUESTRA_ANTIGENO,RESULTADO_ANTIGENO,MIGRANTE,PAIS_NACIONALIDAD,PAIS_ORIGEN,UCI,CONFIRMADO,DEFUNCION
1.0,0.037635164832757056,0.08022491353671687,0.0,0.05740583835997639,0.07570340635577659,0.04579809999939653,0.03497263267639803,0.01760796072001919,0.014982582748541378,0.03486167842104848,0.020105987090724267,0.00499697540085652,0.0001609599877108756,0.00011233769272243946,0.003841806418907954,0.0037608154529112955,0.0034847637936394923,0.0012924810202158985,0.000906406026531427,0.0009767260211067847,0.003304775010174515,0.002876555767316811,0.0013480993062728363,0.0006265389200777629,0.0026326923494112905,0.000721109014010602,0.0017920572378215811,0.018573793404591837,0.019504902971255407,0.024448337598171402,0.024153192540002602,0.0002745638050921112,0.0003431117201264216,0.00011051983911471378,0.03503856182937342,0.0,0.011409584493732208
0.01991775352327524,1.0,0.15983309693728415,0.00039819085361159914,0.100263091822551,0.13712715620064359,0.08659186475726985,0.01088237466651676,0.03418302903437368,0.031173840267979896,0.011154564231529213,0.008924849954829455,0.010196383702271527,0.0030974003063980932,0.0014184124676585865,0.03192025690789604,0.0322757861949456,0.005207768442512681,0.003980059094906942,0.003854142919436118,0.003715122184274604,0.005504501405489309,0.011161466848520936,0.0039879416690254505,0.005086806952540357,0.0046093798585673945,0.003953114225284782,0.037310654963743875,0.015929809566226073,0.020137322977335028,0.023832517965200174,0.040901469199404225,0.00443696425180046,0.0034820583074285775,0.0007148170714833751,0.0131076694557212,0.012408874313053687,0.004698722600846206
0.01622629477095527,0.06127813987877635,1.0,0.00012313269169619162,0.718651787507452,0.9393643524491351,0.509789358300322,0.0038989068158902383,0.023402869597642893,0.023094883317546597,0.004105679589174058,0.009491802362912935,0.0010685868805923326,0.00049198287689044,0.0003846743198220064,0.007459211454386138,0.007967505538605257,0.0005703125186709997,0.0006228374350802021,0.0008970149431524462,0.0004434504423680036,0.0008301534735788434,0.006397386103654655,0.0004940947748069615,0.0005932857441680329,0.0006832281911123445,0.0019230178892195367,0.008929206491650325,0.01469849710847597,0.0175642578584541,0.017146993607051884,0.0227006695522364,0.0006395742978862734,0.0008940273636705945,0.0003076227371714496,0.004130428989337944,0.005669920435330098,0.0012438460675113523
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002014713220871021,0.0,0.0,0.0019606888120261906,0.0012795885872029374,0.0,0.00010120892534385112,1.0,0.0,0.0,0.0,0.0002843706996485934,0.001284450454716314,0.00029889762607305956,0.0,0.0,0.00032679428100402624,3.5339090234136645e-05,0.00040770652998119736,0.006107190826557289,3.13431819857633e-05,0.0,0.0,0.0002449933948492079,0.0,6.504439999453745e-05,0.0,3.0508316322062104e-05,0.0018826106457812703,0.00023941783615768144,0.001562888880343191
0.011242974141805686,0.0368774566558983,0.6909398407119468,0.00018960480077866664,1.0,0.7029586826602535,0.36957642024861725,0.002668619999986134,0.015443185995448644,0.015296796758560993,0.00274951521766679,0.0038100921609365568,0.0019517367470230263,0.014669782232621161,0.0003374964801943324,0.005981252443317645,0.006365389390247766,0.000650456311980623,0.0006076641959851011,0.0008669320373958307,0.0004344540900891619,0.000938927972615308,0.002545187835339928,0.0004906834815719503,0.00039912664727187436,0.0006249192579848745,0.0018067292734095125,0.00489060629450286,0.01055741372205091,0.012208768177906825,0.012124051374385313,0.015580005220938182,0.012778292065008428,0.014440895305800536,0.002296741148807318,0.0027532015639556763,0.003604390655122569,0.0009163236034927481
0.014959055616571236,0.05120123865800846,0.9148691830016613,0.00017548335286249366,0.712139024723039,1.0,0.5545440035196357,0.003866857128432432,0.021031892915051732,0.020701473871447038,0.004021116050185764,0.007214229210402587,0.0010568515939316982,0.0005306807060662071,0.0003837662570366392,0.006864768438176251,0.0073546697271412225,0.0004712806061554712,0.0005323141395244872,0.000828990010048417,0.00039120719714725243,0.0007200025880893955,0.0046981853010251125,0.000425281721168054,0.0004873715808334028,0.000596959448575287,0.0017697938149850044,0.0072001658262312255,0.01400293812894704,0.016539972169387174,0.016235817070280677,0.02098895307923347,0.0006612858290703655,0.0009164222857821939,0.00030818229692242875,0.00404351196131104,0.004906239167597819,0.0011899133358369593
0.006241411376624794,0.021926013286672905,0.3414987296671371,8.92320220009925e-05,0.25728657508100006,0.3813101286769519,1.0,0.001979985605882289,0.0128422033048586,0.012147736450785889,0.0019334897967759172,0.0070620578724089845,0.00019767299434809876,0.0007515696298239594,0.00019596754139819994,0.0058117094299581,0.006109138459795567,0.00031412404814526305,0.0004722004695925197,0.0007164719050058226,0.0004324050801853115,0.0002576630172983084,0.00583049058151424,0.0004447986732789171,0.0001402533678517052,0.0005086957440681896,0.0010466450021764868,0.006200016728048434,0.0037856000777965,0.004569858231041784,0.004915700698955474,0.006383870303139324,0.000837649112996104,0.0010523562374124915,0.0003336496826715652,0.0019596093727253304,0.0017904558562644875,0.0004867573419280975
0.0691549899264014,0.040770522928996994,0.038063387054180685,0.005025941909336305,0.026746170713884857,0.03855357976494778,0.028853190183161393,1.0,0.060011693978846155,0.04199588291236705,1.0,0.328265153181712,0.1440602477334624,0.0003179240632277992,0.005680102192411355,0.00468716995970178,0.004633254054097323,0.0570302329648581,0.01101483192747239,0.0,0.00666712955243001,0.05537460427833332,0.009945673864666391,0.012803456063160518,0.006850589433642402,0.023579785256425442,0.0,0.03485388193639151,0.11533732229043571,0.1274449649831996,0.061439202753638227,0.06312703932905343,0.00035351421054757853,0.0001884268695415181,1.4482904301025841e-06,1.0,0.022998534143449365,0.2329595213601755
0.001618735200491408,0.005259344073811237,0.010064275209548338,0.00011218780557481694,0.006619149588323409,0.009070094855243465,0.008413313396421856,0.0026590612500618114,1.0,0.677690109944139,0.0028181372151575086,0.004019772091084263,0.0022224189169849666,0.0001988474278087928,1.0588930338339782e-05,0.0007153229766416461,0.000735107576364604,0.0002528441156396555,0.0001488038983663151,0.00030137875457829713,0.0001350004466207621,0.00020840346327666455,0.0012253463179645048,0.00016994030033328094,0.00012881947471809707,0.00016309169572898283,0.0004745622124208673,0.006353486989489514,0.027073164713122877,0.028610040124717198,0.03995892022547071,0.04618356327458576,0.00019278314628618686,0.0004088216182243437,0.00022051174373218869,0.002724508731813897,0.006783416236803765,0.0013151345193602771
0.0013709826497397492,0.004686440011032899,0.009789732467274567,0.00010741593482449451,0.006449146692049744,0.008791224548295598,0.007841198963267503,0.0018428745794923014,0.6693234196449082,1.0,0.0019952815024824426,0.003634759515960057,0.0018480372659955158,0.00017555862239379997,1.7854394439591044e-06,0.0007690809976224996,0.000787726577124537,5.432077810956736e-05,0.0,0.00017604815581792212,1.2781388616884688e-07,9.288787537142871e-06,0.0010431755604735809,2.1329745372520577e-05,0.0,0.0,0.0003451112322219702,0.006127593784611699,0.026698944624503517,0.02809029291676538,0.03943912475607174,0.04561507401048837,0.00016208811535534524,0.0003608322131756914,0.00020117334209406742,0.0019043249575921221,0.006699159824747586,0.0009930588234781065
